Term,Meaning_of_term,Dialect type,Contextual_Usage_question,correct_answer
درخ,الحفظ دون فهم.,Central,"المهمة: اختر الجملة التي تعبر عن الاستخدام الصحيح لكلمة 'درخ'.
السؤال: أي من الجمل التالية تستخدم كلمة 'درخ' بشكل صحيح؟
الخيارات:
أ) أحمد يفهم الدرس جيدًا.
ب) علي يدرخ الامتحان.
ج) سارة تتعلم الرياضيات.
د) ليلى تشرح الموضوع.",ب
درديمة,شيء مكور أو مدور نفخ( بضم النون),Western,"المهمة: اختر الجملة التي تستخدم بشكل صحيح كلمة 'درديمة'.
السؤال: أيٌ من الجمل التالية تستخدم 'درديمة' بشكل صحيح؟
الخيارات:
أ) رأيت درديمة في السماء.
ب) اشتريت درديمة جديدة.
ج) لعب الطفل بالدرديمة.
د) كانت العصراء تتحدث عن الدرديمة.",أ
درزن,تعني دزينة مكونة من العدد,Western,"المهمة: اختر الخيار الذي يستخدم فيه المصطلح 'درزن' بشكل صحيح.
السؤال: أي من الجمل التالية يستخدم فيها كلمة 'درزن' بشكل صحيح؟
الخيارات:
أ) شريت درزن تفاح
ب) جلست على الفرشة
ج) أكلي كان لذيذ
د) طرحت سؤال عجيب",أ
درعم,درعم(فعل): وتعني دخل فجأة.,Central,"المهمة: اختر الاستخدام الصحيح لكلمة 'درعم' في السياق.
السؤال: في أي موقف يمكن استخدام كلمة 'درعم'؟
الخيارات:
أ) عندما تدخل إلى حفلة من دون دعوة
ب) عندما تتمشى في السوق
ج) عندما تجلس مع الأصدقاء
د) عندما تتناول الطعام مع العائلة",أ
درك,درك : بفتح الدال وتشديد الراء ( شدة مع الكسر ) وتعني اي سيطر على الموضوع او تحكم بالوضع الحالي وتاتي بمعنى اخر وهو الاحتضان,Western,"المهمة: اختر المعنى المناسب للجملة.
السؤال: مما يدل على أن الشخص لديه نفوذ، قد يقول: 'أنا مدرك المزة أكثر شي'، ما معنى 'مدرك' هنا؟
الخيارات:
أ) مسيطر عليها
ب) غير مهتم
ج) بعيد عنها
د) خائف منها
الإجابة الصحيحة:",
درنقه,درنقة كلمة قصيمية شعبيه وتعني الشخص الغبي,Central,"المهمة: اختر الجملة التي تستخدم كلمة 'درنقه' بشكل صحيح.
السؤال: أي من الجمل التالية هي مثال صحيح لاستخدام 'درنقه'؟
الخيارات:
أ) هذا الشخص درنقه ويجب مساعدته.
ب) أحب أن أكون درنقه في العمل.
ج) إنها درنقه في الآخرين.
د) هذا الكتاب هو درنقه.",أ
درو,يعني غبي,Central,"المهمة: اختر الجملة التي تحتوي على الاستخدام الصحيح لكلمة 'درو'.
السؤال: أي من الجمل التالية يستخدم الكلمة 'درو' بشكل صحيح؟
الخيارات:
أ) فلان درو ويدحك
ب) فلان درو وشاطر
ج) فلان درو ويذاكر
د) فلان درو في الرياض",أ
دزنتوانه,دزنتوانه . د+ز=ق أي شخصان يتشادان في الكلام,Southern,"المهمة: اختر الاستخدام الصحيح للكلمة 'دزنتوانه' في جملة.
السؤال: أي من الجمل التالية تستخدم كلمة 'دزنتوانه' بشكل صحيح؟
الخيارات:
أ) كنت أستمع الى الموسيقى ونسيت دزنتوانه.
ب) البارح، أكلنا دزنتوانه بالحليب.
ج) في المدرسة، دار بينا دزنتوانه حادة.
د) أحب قضاء الوقت مع أصدقائي دون دزنتوانه.",ج
دزه,"دزه بمعنى ""ادفعه"" والأصل في اللغة العربيه أنه لا يأتي حرف <د>وبعده<ز> ولكن هذه الكلمة موجوده عند بعض اللهجات السعودية .",Central,"المهمة: اختر الجملة التي تستخدم فيها الكلمة بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم كلمة 'دزه' بشكل صحيح؟
الخيارات:
أ) دزه إلى الوراء.
ب) شاهدت الفيلم.
ج) هو يحب الحيوانات.
د) قرأ الكتاب.",أ
دَسّ,فعل مرادف لِ (خَبّأَ) تصريفه: دَسَّ، يدُسُّ,Western,"المهمة: اختر الاستخدام الصحيح لكلمة 'دَسّ'.
السؤال: أي جملة تُظهر الاستخدام الصحيح لكلمة 'دَسّ'؟
الخيارات:
أ) هو دَسّ الطُعم في الماء.
ب) هي دَسّت القصة للأطفال.
ج) نحن دَسّينا الأغاني.
د) هما دَسّا الطعام في الشنطة.
الإجابة الصحيحة:",
أبوش على أمش,كلمة ردع وزجر تقال عند الشعور بالغضب على الجنس الانثوي ( سبة ),General,"المهمة: اختر الجملة التي تعبر بشكل صحيح عن استخدام عبارة 'أبوش على أمش'.
السؤال: أي من الجمل التالية تستخدم عبارة 'أبوش على أمش' بشكل صحيح؟
الخيارات:
أ) أبوش على أمش ليش ما سويتيلي شاهي؟
ب) أبوش على أمش وأنت نائمة
ج) أبوش على أمش تعالي هنا
د) أبوش على أمش كان يوم جميل",أ
دسوس,دسوس بمعنى قفازات,Southern,"المهمة: اختر الجملة التي تستخدم فيها كلمة 'دسوس' بشكل صحيح.
السؤال: أي الجمل التالية تستخدم كلمة 'دسوس' بشكل صحيح؟
الخيارات:
أ) جبت الدسوس للمدرسة.
ب) أحتاج للدسوس لتسخين الطعام.
ج) الدسوس يحتاج لتنظيف.
د) أشتري الدسوس من السوق.",أ
دعاسيق,دعاسيق تعني ممرات ضيقة,Southern,"المهمة: اختر الخيار الذي يتناسب مع استخدام كلمة 'دعاسيق'.
السؤال: في أي جملة يمكن أن تُستخدم كلمة 'دعاسيق' بشكل صحيح؟
الخيارات:
أ) هذه الحارة دعاسيقها كثيرة
ب) الطريق هنا واسع جداً
ج) أحب الذهاب إلى السوق
د) الجسر يربط بين المدينتين",أ
دُعرمّة,الإنسان الغبي المعاند,Central,"المهمة: اختر الجملة التي تحتوي على استخدام صحيح لكلمة 'دُعرمّة'.
السؤال: أي من الجمل التالية يُظهر الاستخدام الصحيح لكلمة 'دُعرمّة'؟
الخيارات:
أ) هذا الولد دعرمة في فهم الأمور.
ب) هذا الكتاب دعرمة مثير.
ج) هذا الشخص دعرمة يحب القراءة.
د) هذا الحفل دعرمة رائع.",أ
دغابيس,الدغابيس أكلة شعبية مشهورة عند غامد الحجاز تتكون من الدقيق (قمح أو ذره أو دخن ) ومن الممكن أن تترك حتى تتخمر العجين أو تطبخ بدون تخمير . بعد عجن الدقيق يتم تقطيع العجين إلى قطع صغيرة أو متوسطة على شكل دائري أو بيضاوي ويتم طهيها مع اللحم والمرق أو مع بعض أنواع الخضار مثل الفاصوليا أو العدس أو الثفاء أو الدباء أو غيرها ، ويتم تقديمها مع اللحم والمرق أو الخضار المطبوخة.,Southern,"المهمة: اختر الاستخدام السياقي الصحيح لكلمة 'دغابيس'.
السؤال: في أي سياق يمكن استخدام كلمة 'دغابيس'؟
الخيارات:
أ) عند الحديث عن الأكلات العصرية
ب) عند مناقشة الأطباق الشعبية في غامد الحجاز
ج) عند وصف أنواع الحلويات
د) في حديث حول المشروبات",ب
دُفَّاعة,المركاة أو المتكى الذي يستخدم لإسناد الذراع اثناء الجلوس على الجنب.,Western,"المهمة: اختر الجملة الصحيحة التي تستخدم فيها كلمة 'دُفَّاعة'.
السؤال: أي من الجمل التالية تستخدم كلمة 'دُفَّاعة' بشكل صحيح؟
الخيارات:
أ) خذ الدفاعة معك إلى الرياض.
ب) أحتاج دفاعة جديدة للسيارة.
ج) في العيد، نستخدم القهوة مع الدفاعة.
د) يفضل البعض الجلوس على الدفاعة أثناء الراحة.",د
دفلج,انزل,Central,"المهمة: اختر الجملة التي تستخدم فيها الكلمة 'دفلج' بشكل صحيح.
السؤال: أي الجمل التالية تحتوي على استخدام صحيح لكلمة 'دفلج'؟
الخيارات:
أ) دفلج من الغرفة
ب) دفلج إلى المدرسة
ج) دفلج من السيارة
د) دفلج في المتجر",ج
دفى,بطانية أو لحاف,Central,"المهمة: اختر الاستخدام الصحيح للكلمة 'دفى' في الجملة.
السؤال: أي من الجمل التالية تحتوي على استخدام صحيح لكلمة 'دفى'؟
الخيارات:
أ) أنا أحتاج إلى دفا للصيف
ب) هذي الدفى مررة كمينة
ج) هاتي الدفى حقي بردت
د) الدفى ما يصلح في الحر",ج
دقاقات,الدقاقات هم مجموعة من النسوة تحيي حفلات الزواج بالطبل على الدفوف,Central,"المهمة: اختر الجملة التي تُظهر الاستخدام الصحيح لكلمة 'دقاقات'.
السؤال: أي الجمل التالية تُظهر استخدام 'دقاقات' بشكل صحيح؟
الخيارات:
أ) أنا أحب أكل الدقاقات في العزيمة.
ب) الدقاقات تضيف جواً من البهجة في الأعراس.
ج) يجب أن نشتري دقاقات جديدة للصيف.
د) الدقاقات تعتبر نوع من الحلويات.",ب
