Term,Meaning_of_term,Dialect type,True_False_question,correct_answer
جيّد,"عكسها: مو جيّد. و تدل على الشيء الحسن أو الممتاز أو الأحسن من الممتاز. عند تقييم الأشياء بالطريقة التقليدية أو بالفصحى غالباً ما يكون التدرج كالآتي: جيّد, جيّد جداً, ثم ممتاز. و لكن باللهجة المحكية, جيّد غالباً ما تكون أفضل من أو في مثابة الممتاز.",General,"المهمة: حدد ما إذا كانت العبارة التالية صحيحة أو خاطئة.
السؤال: كلمة 'جيّد' تعني الشيء السيء.
الخيارات:
أ) صحيح
ب) خطأ",ب
جيلاد,معناها : الولد الحلو جدا,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خطأ.
السؤال: كلمة 'جيلاد' تعني 'ولد سيء'؟
الخيارات:
أ) صحيح
ب) خطأ",ب
حازم,و هو الشخص الذي تحتزمون به او صديقكم الذي يكون معكم في المصاعب حازم محزم احتزم محزمي الخ,General,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: الشخص الحازم يعتمد على الأصدقاء في جميع القرارات.
الخيارات:
أ) صحيح
ب) خاطئ",ب
حاس,حاس (فعل): وتعني: - استغرق في البحث. - خرب ترتيب المكان. - عبث. والأسم منها حوسه,Central,"المهمة: حدد ما إذا كانت العبارات التالية صحيحة أم خاطئة.
السؤال: العبارة: يستخدم 'حاس' لوصف شخص مرتب.
الخيارات:
أ) صحيح
ب) خطأ",ب
حاوج,أجبر. وأغلب الوقت تستخدم مع ضمائر، لا تستخدم الكلمة منفردة. مثال: حاوجك (أجبرك)، حاوجها (أجبرا).,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أو خاطئة.
السؤال: تستخدم كلمة 'حاوج' منفردة دون ضمائر.
الخيارات:
أ) صحيح
ب) خطأ",ب
حباقه,ولا شي اعرفه عشان كذا سالتكم,Central,"المهمة: حدد صحة العبارة التالية.
السؤال: عبارة 'حباقه' تعني شعور السعادة.
الخيارات:
أ) صحيح
ب) خطأ",ب
حَبْحَبْ,البطيخة الطويلة,Southern,"المهمة: تحديد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: يمكن استخدام كلمة 'حبحب' للإشارة إلى نوع من الخضار.
الخيارات:
أ) صحيح
ب) خطأ",ب
حبحر,حبحر:هو اسم لنبات وهو: الفلفل الحار,Western,"المهمة: حدد صحة العبارة التالية.
السؤال: عبارة 'الحبحر نبات بارد جداً' صحيحة أم خاطئة؟
الخيارات:
أ) صحيحة
ب) خاطئة",ب
ابن كلب,صفة بمعنى رائع أو غير معتاد.,Central,"المهمة: حدد صحة العبارة التالية.
السؤال: عبارة 'ابن كلب' تعني شيئًا سيئًا في اللهجة السعودية.
الخيارات:
أ) صحيح
ب) خطأ",ب
حبرش,"الحبرشة هي عمل شيء معين بشكل متكرر وبعدة طرق أو عدة اتجاهات أو عدة أفكار للوصول لنتيجة مرضية أو هدف مطلوب أو أمر يرتجى دون خطة واضحة وبشكل عفوي غير رسمي و لا تتبع اي إطار منظم ذات نقاط واضحة. والفعل منه حبرش للماضي والأمر ويحبرش وتحبرش للمضارع، والجمع يحبرشون للذكور، ويحبرشن للإناث. -- يخلط البعض بينها وبين بربسة ومطرسة، إذ أن بربسة متعلقة بالماء واللعب فيه دون فائدة، والمطرسة متعلقة بالأكل واللعب فيه أو طبحة بشكل غير معتاد، أما الحبرشة فهي شاملة بعض الشيء وليست ذات معنى سيء وقد يخرج منها بفائدة إذ إن الحبرشة (تساوي كلمة tinkering بالانجليزية) قد تولد أفكاراً من خلال البحث والتقصي عن شيء معين تتم ""حبرشته"".",Central,"المهمة: حدد ما إذا كانت العبارة صحيحة أو خاطئة.
السؤال: كلمة 'حبرش' تعني بالضرورة القيام بشيء له نتائج إيجابية.
الخيارات:
أ) صحيح
ب) خطأ",ب
حَبَش,اسم بمعنى (ذُرة).,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'حَبَش' تعني أرز.
الخيارات:
أ) صحيح
ب) خاطئ",ب
فياخ,فياخ بمعنى ملل,General,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: تستخدم كلمة 'فياخ' للدلالة على الفرح.
الخيارات:
أ) صحيح
ب) خاطئ",ب
حِتْلْ,الشوائب المترسبة في أدنى إبريق الشاي ودلة القهوة,Central,"المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: تعني كلمة 'حِتْلْ' شوائب دلة القهوة فقط.
الخيارات:
أ) صحيح
ب) خاطئ",ب
حِثالة,أصل الكلمة من الكلمة العربية الفصيحة حُثالة أما كلمتنا هذه فتستخدم عند إنتهاء القهوة ويبقى نهايتها فقط فتقول ما فيه إلا الحثالة (أي قهوة غير صافية مختلطة بالهيل و القهوة يعني فيها حب :)),Western,"المهمة: تقييم العبارة التالية: 'تستخدم كلمة 'حِثالة' في وصف قهوة مختلطة بالهيل.'
السؤال: هل العبارة صحيحة أم خاطئة؟
الخيارات:
أ) صحيحة
ب) خاطئة
الإجابة الصحيحة:",
حجان,الحواجب (تنطق: بكسر الحاء وفتح الجيم وتشديدها),Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'حجان' تشير إلى الأكتاف.
الخيارات:
أ) صحيحة
ب) خاطئة",ب
حدّك,حَدَّك ، حده ، حد الحد هو نقطة على اقصى النطاق او في نهايته ويقال: حدك تسوي x اي انه لن تفعل اكثر من ذلك.,General,"المهمة: حدد إذا كانت العبارة صحيحة أو خاطئة.
السؤال: عبارة 'حدّك تسوي x' تعني أنك يمكنك أن تفعل أكثر مما هو مسموح لك.
الخيارات:
أ) صحيح
ب) خطأ",ب
حذف,يعني رمى,Central,"المهمة: اقرأ العبارة وقرر ما إذا كانت صحيحة أم خاطئة.
السؤال: عبارة 'حذفت الكيس في الزبالة' تعني أن الشخص أضاف الكيس إلى الزبالة.
الخيارات:
أ) صحيح
ب) خاطئ",ب
حِر,الحِر : فرج المراءة وينطق كذلك الشفر,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'حِر' تستخدم لوصف فرج المرأة في اللهجة الحجازية.
الخيارات:
أ) صحيح
ب) خطأ",أ
حرَّاق,مفلفل، أو متبل بتوابل حارة.,General,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'حرَّاق' تعني 'حار ومشوي'.
الخيارات:
أ) صحيح
ب) خطأ",ب
زقاق,هوآ الممر بين مبنيآن.,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'زقاق' تشير إلى شارع واسع.
الخيارات:
أ) صحيح
ب) خاطئ",ب
حربوقة,حربوقة تطلق على الفتاة النشيطة الجريئة خفيفة الظل,Western,"المهمة: قرر ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: كلمة 'حربوقة' تشير إلى الفتاة الخجولة.
الخيارات:
أ) صحيح
ب) خاطئ",ب
حرصة,طيش وتسرع (تنطق: احرصة ، بسكون الحاء وكسر الراء وفتح الصاد),Central,"المهمة: اختر إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة: 'كلمة 'حرصة' تعني حكمة وبصيرة'.
الخيارات:
أ) صحيحة
ب) خاطئة",ب
حرمصة,حرمصة تطلق على الشخص كثير الحركة وبالذات الاطفال,Southern,"المهمة: لاحظ البيان التالي وحدد إذا كان صحيحًا أم خطأ.
السؤال: تستخدم كلمة 'حرمصة' للإشارة إلى شخص قليل الحركة.
الخيارات:
أ) صحيح
ب) خطأ",ب
حرمصه,يقال للشخص عندما يكثر من الحركه,Western,"المهمة: تقييم الجملة التالية.
السؤال: يقال 'حرمصه' للشخص عندما يكون هادئاً.
الخيارات:
أ) صحيح
ب) خطأ",ب
حره,الغيظ او الضغينه او الرغبة بالانتقام.,General,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'حره' تشير إلى الشعور بالراحة والهدوء.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة:",
حريسان,ماخوذة من كلمة الحرس وهو عسكري في الحرس الوطني,General,"المهمة: تحديد صحة العبارة التالية.
السؤال: كلمة 'حريسان' تأتي من كلمة 'الحرس' وهي ترتبط بالحماية العسكرية.
الخيارات:
أ) صحيح
ب) خطأ",أ
حزازيات,حَزَازِيَّات ، حزازيّة ، اِنْحَزّت ال(نوع العلاقة). الحزازيات يقصد بها الفراغات في الترابط الاجتماعي، والتي لا تكون ظاهره ولكن محسوسة مثلا عندما تتعرف على اروع صديق لك في حياتك ثم يقوم بغدرك او بالتقليل منك ومن ثم يعتذر وانت تتقبل اعتذاره، لكنك تشعر ان العلاقة تهتكت هذا الشعور اسمه الحزازية. وهي في الاصل من كلمة فصيحة : حزّاو انحز الشيء : عني انه قُطع داخليًا دون ان ينفصلا الجُزآن (مثل اللحم التي بالرغم انها مفصولة داخلياً الا ان الجلد لم يقطع).,General,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: الحزازيات تشير إلى علاقات تكون دائمًا واضحة.
الخيارات:
أ) صحيحة
ب) خاطئة",ب
حزيزة,الحُزِّيزَة ، حِزِّيزَة هو اسم للبيت الآمن او المنطقة التي تكون اللعبة فيها تعتبرك انجزت شيئا ، كلمة منتشرة بين الاطفال في الحجاز، فمثلا لو كانو يلعبون الغميضة او ثلج مويه ، فان الحزيزة هي المكان الامن او المكان الهدف ، الذي لا يمكن للشخص الذي يُلاحقهم ان يُمسِكهم داخل هذا المكان. لكن المصطلح يستخدم على اي مكان يعتبر منطقة سِلم.,General,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'حزيزة' تستخدم للإشارة إلى مكان مفتوح.
الخيارات:
أ) صحيح
ب) خاطئ",ب
