Term,Meaning_of_term,Dialect type,Fill_in_Blank_question,correct_answer
رطرط في رطرط,تقال للي ماعنده سالفة,Western,"المهمة: أكمل الجملة بالعبارة المناسبة.
السؤال: إذا قال لك أحدهم 'رطرط في رطرط'، فهذا يعني أنه يتحدث عن شخص _____ .
الخيارات:
أ) ذكي
ب) يثرثر دون داع
ج) محب للعلم
د) طموح",ب
رفقًا بهم,جملة تطلق على الاشخاص او الشخص الذي لا يفهم المصطلحات او الاحداث الرائجة بين الناس.,General,"المهمة: املأ الفراغ في الجملة التالية.
السؤال: يقال '________ بهم' عندما نتحدث عن مراعاة مشاعر الآخرين.
الخيارات:
أ) ارفق
ب) رفقًا
ج) أعط
د) اجعل",ب
روح رياضيه,اي متقبل ولا يزعل,General,"المهمة: أكمل الجملة بالعبارة المناسبة.
السؤال: في مباراة الكرة، يُفضل أن تتحلى بـ _____ لتقبل النتائج سواء فزت أو خسرت.
الخيارات:
أ) روح رياضيه
ب) عدم الاكتراث
ج) الغضب
د) النرفزة",أ
روّق المنجا,عبارة تقال للشخص عندما يُطلب منه الهدوء و الكف عن النرفزة.,Western,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما أقول لشخص 'روّق المنجا'، فهذا يعني ____.
الخيارات:
أ) اهدأ
ب) انتبه
ج) اضحك
د) العب",أ
شكله زاحف,هي مرحلة متقدمة من اللا مبالاة وتصيب غالبا المراهقين,Central,"المهمة: إكمال الجملة بوضع الكلمة المناسبة.
السؤال: الشخص الذي يتدخن بشكل مفرط في هذه المرحلة  '____'.
الخيارات:
أ) شكله طموح
ب) شكله زاحف
ج) شكله مدمن
د) شكله نشيط",ب
هيا خدلك,معنى هذا الناقص ! ... وتستعمل الكلمة للإستغراب .,Western,"المهمة: قم بملء الفراغ بالكلمة المناسبة (تعبير لهجي للاستغراب).
السؤال: شاف تصرفًا غير متوقع وقال: ""_____، وش هذا!""
الخيارات:
أ) شرواك الطيب
ب) بدري عليك
ج) هيا خدلك
د) يا مال العافية",ج
زقت معه,زقت معه أي عصب وقفلت اخلاقه زقت معي أي عصبت,Central,"### نوع السؤال: املأ الفراغ
- المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية.
- السؤال: بعد الاختبار، قال علي: ""ما أدري وش صار له، شكلها معه."" 
- الخيارات: 
 A) زقت 
 B) ضحك 
 C) ذهب 
 D) أمضى 
-",A
وش تيد,بمعني وش تبغى,Northern,"المهمة: املأ الفراغ بالعبارة المناسبة.
السؤال: دخل علي وأنا مشغول وقلت له: __________ بسرعة؟
الخيارات:
أ) وش تِيد؟
ب) ليه كذا؟
ج) من أنت؟
د) خذ هداك الباب",أ
خلك رزين,دعوة للثبات والهدوء وترك الحركات الطائشة.,General,"المهمة: قم بملء الفراغ بالكلمة المناسبة (تعبير لهجي للنصح).
السؤال: لا تتسرع بالتصرف، _____ وخذ الأمور بعقل.
الخيارات:
أ) بدري عليك
ب) خلك رزين
ج) عطنا الزبدة
د) بلا بكش",ب
انثبر هنا ,كلمة قوية جداً وحازمة تعني اجلس هنا مكانك واسكت,Central,"المهمة: قم بملء الفراغ بالتعبير المناسب.
السؤال: لا تتكلم ولا تتحرك، _____ لين أرجع.
الخيارات:
أ) انثبر هنا
ب) خلك رزين
ج) عطنا الزبدة
د) بدري عليك",أ
زمن أسكت,هي عبارة سعودية حجازية تعني الدلالة على الشيء القديم أو الاثري وتطلق أيضا من باب التهكم على شيء معين كدلالة على اندثاره او تغير موضته وتعود جذور هذه العبارة إلى حقبة العشرينيات من القرن الماضي وبالتحديد بين عامي – ، حتى جاء الملك عبدالعزيز طيب الله ثراه محرراً للحجاز وتغيرت الأوضاع وعم الأمن والأمان ولله الحمد .,Western,"المهمة: أكمل الفراغ بناءً على العبارة السابقة.
السؤال: زمن أسكت تشير إلى _____ قديم أو أثري.
الخيارات:
أ) شيء
ب) رجل
ج) منطقة
د) مدينة",أ
زنقر بعرة,الشخص الذي يحزن ويزعل على أتفه الأسباب.,Western,"المهمة: املأ الفراغ باستخدام الكلمة المناسبة.
السؤال: الشخص الذي يحزن بسهولة يسمى _________.
الخيارات:
أ) زنقر بعرة
ب) ضحوك
ج) مرح
د) كئيب",أ
جاب لي الطَّرّحرَح,سبَّب لي التعب,Western,"المهمة: قم بملء الفراغ بالكلمة المناسبة (تعبير لهجي).
السؤال: الشغل المتواصل طول اليوم _____ وما خلاني أرتاح.
الخيارات:
أ) بدري عليك
ب) جاب لي الطَّرّحرَح
ج) شرواك الطيب
د) بلا بكش",ب
زي ديس البقره,يعني مافي اسهل مننو,Western,"المهمة: املأ الفراغ بالكلمة الصحيحة.
السؤال: عندما سألته عن الاختبار قال: 'والله ______ البقره.'
الخيارات:
أ) زي ديس
ب) مثل الشجر
ج) أكثر صعوبة
د) كأني مشيت",أ
زي سلامو عليكم,يعني شخص سار يسوي حااجة مرة كتيير لدرجة انها صايرة عندو زي استخدام السلامو عليكم.,Western,"المهمة: أكمل الجملة التالية.
السؤال: عبارة 'زي سلامو عليكم' تعني شخص يفعل شيئًا ________ لدرجة أنه أصبح جزءًا من حديثه.
الخيارات:
أ) بشكل قليل
ب) بشكل مستمر
ج) بشكل عشوائي
د) بشكل مختلف",ب
زين,زين تعني الشيء الجميل والحلو أو أما تكون فرحان من شيء وتبى تكمل كلامك تقولها واهو إسم إنسان,General,"المهمة: أكمل الجملة باستخدام كلمة 'زين'.
السؤال: عندما أخبرها أنني سألعب كرة القدم، قالت: '____'.
الخيارات:
أ) لا
ب) زين
ج) مستحيل
د) أحتاج إلى التفكير",ب
سَامِجْ,يقال فلان سامِجْ أي يحاول إضحاك الناس بطريقة سخيفة و مصدره سماجه,General,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: يقال 'فلان ________ أي يحاول إضحاك الناس بطريقة سخيفة'.
الخيارات:
أ) عاقل
ب) سامِجْ
ج) جاد
د) هادئ",ب
أبوعرام,الصحيح انها كلمه تطلق على من زادت قوته وهي لقب ايطلق ايضا على فتوة الحاره (الحي),Western,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: تطلق كلمة 'أبوعرام' على من زادت ________.
الخيارات:
أ) ضعفه
ب) قوته
ج) عمره
د) فقره",ب
سامري,يتسامرون الاحاديث,Western,"المهمة: إكمال الجملة بالكلمة الصحيحة.
السؤال: جلسوا في الحديقة يتسامرون وتبادلوا ________.
الخيارات:
أ) القصص
ب) الهموم
ج) الخوف
د) الصمت",أ
افرشك فرش,أضربك ضرب,Western,"المهمة: أكمل الجملة بوضع العبارة المناسبة في الفراغ.
السؤال: إذا ما وقّفت عن الإزعاج، والله __________ قدامهم!
الخيارات:
أ) أفرشك فرش
ب) أطبخ لك
ج) أساعدك
د) أعتذر لك",أ
سبره,تمعن منزال ينزل محله.,Central,"المهمة: أكمل الجملة باستخدام الكلمة المناسبة:
السؤال: عندما أراد القناص تحديد موقع الطير، قال: 'لا بد أن _____ الطير.'
الخيارات:
أ) يسرع
ب) سبره
ج) ينصت
د) يختبئ",ب
سبع ولا ضبع,يضرب هذا المثل كاستفسار لاستقبال العائد الذي ذهب لتحقيق أمرا ما,Central,"المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
السؤال: العبارة ""سبع ولا ضبع"" تُستخدم للاستفسار عن . 
الخيارات: 
A) الشجاعة والجرأة 
B) العائد من تحقيق أمر ما 
C) أنواع الحيوانات 
D) الوقت",B
سبعه اشتلوك,"هي دعوة يقولها الشخص عندما يسمع عبارة من شخص آخر لا تعجبه. وهي دعوة لسبعة من الجن أن ""يشيلوا"" الشخص الآخر ويخفوه. يقال بأن استخدامها فيه ""شرك خفي"". وعلى العموم لا يستحسن استدعاء الجن أو محاولة التقرب منهم وإقامة علاقة معهم :)",Southern,"المهمة: أكمل الجملة باستخدام العبارة الصحيحة.
السؤال: عندما قال لي أحمد شيئًا لم يعجبني، رددت عليه: '_____ يا أحمد'.
الخيارات:
أ) سبعة اشتلوك
ب) صباح الخير
ج) كيف حالك
د) تعال هنا",أ
سبعي المواعين,سَبْعِي المُواعِين : اغسلي الأطباق,Central,"المهمة: املأ الفراغ بالعبارة الصحيحة.
السؤال: 'سبعي المواعين' تعني __________.
الخيارات:
أ) اغسلي الأطباق
ب) اذهبي للتسوق
ج) طهي الطعام
د) تنظيف الغرفة",أ
خِذْ وخل,تُقال لوصف كلام الشخص الذي يخلط بين الصدق والمبالغة,General,"المهمة: قم بملء الفراغ بالكلمة المناسبة (تعبير لهجي).
السؤال: قصته فيها مبالغة، خذ منها واترك، كلامه _____.
الخيارات:
أ) بلا بكش
ب) خِذْ وخل
ج) بدري عليك
د) شرواك الطيب",ب
افتلكو عقلك,اي مزقو عقلك الا و هم الجن,General,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما يقول شخص ما 'افتلكو عقلك'، فإنه يقصد __________.
الخيارات:
أ) استمتع
ب) مزق عقلك
ج) فكر بعمق
د) تمتع بالهدوء",ب
سرداحي مرداحي,تطلق على حدث معناه ذاهب وعائد بلا فائدة,Western,"المهمة: أكمل الفراغ بالكلمة المناسبة.
السؤال: عندما ذهبت إلى السوق ثم عدت، شعرت أن رحلتي كانت __________.
الخيارات:
أ) مفيدة
ب) سرداحي مرداحي
ج) رائعة
د) مملة",ب
افحز لي,كلمة قصيميه افحز لي للمفرد او افحزو لي للجمع والكلمه تنطق لذكر والانثى ومعناها : ان المكان ضيق وافتح المجال لغيرك,Central,"المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: عندما يكون المكان ضيقاً، يمكنني أن أقول '___ لي'.
الخيارات:
أ) اجلس
ب) افحز
ج) اقدر
د) ارحل",ب
