Term,Meaning_of_term,Dialect type,Contextual_Usage_question,correct_answer
أًفْلِح,أًفْلِح : أي بمعنى سوف أذهب .!,Central,"المهمة: اختر الاستخدام الصحيح لعبارة 'أًفْلِح' في السياق.
السؤال: في أي جملة تستخدم عبارة 'أًفْلِح' بشكل صحيح؟
الخيارات:
أ) يالله أًفْلِح للسوق
ب) أًفْلِح اللعبة
ج) الكتاب أًفْلِح
د) الولد يحب أًفْلِح",أ
دخلو في شدقك,هي كلمه تقال للدعاء على أحد ما بدخول الجن في فمه,Southern,"المهمة: اختر الجملة التي تستخدم فيها العبارة بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم عبارة 'دخلو في شدقك' بشكل صحيح؟
الخيارات:
أ) دخل أحمد البيت وقال: 'دخلو في شدقك!'
ب) أكلت الفطور ثم قلت: 'دخلو في شدقك!'
ج) رأيت صديقي يتحدث على الهاتف فقال: 'دخلو في شدقك!'
د) عندما حصلت على درجات عالية، قلت: 'دخلو في شدقك!'",أ
دخلوا في نحرك,"((دخلو في نحرك)). كلمة جنووبيةة بمعنى:فليدخلوا في نحرك بعضُ من الجن وتستخدم عند الغضب من الشخص ||كمثل إستخدام || ""سبعة شلوك"" وإسم الإشارة للغائب: دخلووا في نحره وهناك من يضيف عليها بعض الكلمات مثل ((دخلو في نحرك برجلي)) أو برجل فلان وفلان.",Southern,"المهمة: اختر المثال الذي يظهر الاستخدام السياقي الصحيح للعبارة.
السؤال: أي من الجمل التالية تستخدم عبارة 'دخلوا في نحرك' بشكل صحيح؟
الخيارات:
أ) دخلوا في نحرك برجل ساهر.
ب) سقط الكتاب على الطاولة.
ج) ألعب في الحديقة.
د) أتناول الطعام مع الأصدقاء.",أ
عاقد النونه,عاقد النونه : الشخص الذي يقرب حاجبيه الى بعض تعبيراً عن الزعل,Central,"المهمة: اختر الجملة التي تحتوي على استخدام صحيح للعبارة.
السؤال: أي من الجمل التالية تستخدم 'عاقد النونه' بشكل صحيح؟
الخيارات:
أ) شوفه فرحان، عاقد النونه.
ب) ليه عاقد النونه، هل في مشكلة؟
ج) الجو مطر، عاقد النونه.
د) عاقد النونه في المطبخ.",ب
أنت درو,يعني غبي,Central,"المهمة: اخترsentence المناسبة لاستخدام عبارة 'أنت درو'.
السؤال: أي الجمل التالية تستخدم عبارة 'أنت درو'' بشكل صحيح؟
الخيارات:
أ) فلان أنت درو ولا يفهم شيء.
ب) فلان أنت درو ويمشي بسرعة.
ج) فلان أنت درو والشمس تسطع.
د) فلان أنت درو ويحب الرياضة.",أ
دروإييت,خذ دوره وارجع الينا,Central,"المهمة: اختر الجملة التي تستخدم 'دروإييت' بشكل صحيح.
السؤال: في أي جملة يستخدم المصطلح 'دروإييت' بشكل صحيح؟
الخيارات:
أ) دروإييت إذا تبي المساعدة.
ب) شوف ودرواييت الناس.
ج) عليك أن تأكل دروإييت.
د) دروإييت جايني الحين.",أ
دفه,ادفعه,Central,"المهمة: اختر الجملة التي تستخدم كلمة 'دفه' بشكل صحيح.
السؤال: أي من الجمل التالية تُظهر استخداماً صحيحاً لكلمة 'دفه'؟
الخيارات:
أ) دف السيارة في المكان المخصص.
ب) دف المحاضرة قبل أن تبدأ.
ج) دف الفكرة في عقلك.
د) دف الملعب بالماء.",أ
دق الولد,"والبعض يقول ""ولِّد"" وهي طريقة عادلة لتحديد من سيقوم باللعب في لعبة البلوت الشعبية وذلك عن طريق توزيع الورق مكشوفاً امام الجميع ما بين الشخصين المراد الاختيار ما بينهما(او اكثر ) والشخص الذي يظهر له اول ولد اوJack يكون له الاحقية باللعب .",General,"المهمة: تحديد السياق المناسب لاستخدام العبارة.
السؤال: متى يمكن استخدام عبارة 'دق الولد'؟
الخيارات:
أ) أثناء اللعب في الحدائق
ب) في مناسبة رسمية
ج) في مباراة كرة القدم
د) أثناء اللعب في جلسة بلوت",د
علام دينك,كلمة تقال في منطقة تبوك بمعنى ماذا بك؟ اخبرني ماذا بك؟ هل انت على ما يرام؟ وهي تأتي كأسلوب وقح، مثلًا شخص صدم سيارتك تخرج من سيارتك و تقول: علام دينك! أو: علام دين دين دينك!,Northern,"المهمة: حدد السياق المناسب لاستخدام عبارة 'علام دينك'.
السؤال: في أي موقف يُفضل قول 'علام دينك'؟
الخيارات:
أ) عند التعريف بالنفس
ب) عندما يحدث حادث
ج) عند التهنئة
د) في ندوة علمية",ب
دلك النحاس,"دلك من التدليك النحاس وهو الصحون و الاواني المطبخية فزمان كان الاواني من نحاس, فبعد الاستعمال من الاكل و الطبيخ نقول: دلك النحاس, بمعنى اغسل الصحون وما الى ذلك من الاواني المطبخية",Western,"المهمة: حدد الاستخدام الصحيح ل 'دلك النحاس' في جملة.
السؤال: أي من الجمل التالية تستخدم العبارة 'دلك النحاس' بشكل صحيح؟
الخيارات:
أ) في كل مرة أتيت إلى السوق, أشتري نحاس.
ب) بعد أن انتهيت من الطهي, نسيت أن أدلك النحاس.
ج) أحب أن أذهب إلى البحر كل يوم.
د) هذا الكتاب مفيد جدا.",ب
دمه ثقيل,كناية عن الشخص الثقيل الظل الذي لا يُرغب فيه ،,Central,"المهمة: اختر الاستخدام الصحيح للتعبير 'دمه ثقيل'.
السؤال: في أي سياق يمكن أن تستخدم عبارة 'دمه ثقيل'؟
الخيارات:
أ) عند مدح شخص
ب) عند المزاح مع صديق ثقيل الظل
ج) لوصف حدث سعيد
د) عند تقديم الاعتذار",ب
يلا نطلع كِشْتة,يلا نطلع نزهه او طلعه او تخييم,General,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام التعبير في سياق مناسب.
السؤال: أي الجمل التالية تستخدم عبارة (يلا نطلع كِشْتة) استخدامًا صحيحًا؟
الخيارات:
أ) الجو حلو، يلا نطلع كِشْتة
ب) يلا نطلع كِشْتة في التقرير النهائي
ج) يلا نطلع كِشْتة أثناء كتابة البحث
د) يلا نطلع كِشْتة في الخطاب الرسمي",أ
دواء غسيل,مصطلح دارج في الحجاز من أجل وصف منظفات الكلور المستخدمة في الغسيل (مثال: كلوركس),Western,"المهمة: اختر الاستخدام الصحيح لعبارة 'دواء غسيل' في السياق.
السؤال: ما هي الجملة الصحيحة التي يمكن استخدامها مع 'دواء غسيل'؟
الخيارات:
أ) القهوة لذيذة
ب) البقعة هذه عقدتني، فاضطريت إني استخدم معاها دوا غسيل علشان تطلع.
ج) الجو جميل اليوم
د) الكتاب مفيد",ب
دوخلتي حجي بي,أنشودة تراثية تقال في مهرجان الدوخلة بالشرقية ، دائماً يقولها الأطفال طيلة أيام المهرجان ، ولقيت الأنشودة إعجاباً من زوار المهرجان مما دفع المنشد صالح المؤمن إلى إنشادها .,Eastern,"المهمة: حدد السياق المناسب لاستخدام عبارة 'دوخلتي حجي بي'.
السؤال: في أي مناسبة يمكن استخدام عبارة 'دوخلتي حجي بي'؟
الخيارات:
أ) في حفلات الزفاف
ب) في مهرجان الدوخلة
ج) في المناسبات الدينية
د) في الاجتماعات العائلية",ب
شرواك الطيب,كلمة شكر على حديث مفتوح، عندما يُقال إن فلان شرواك بالخير، أي يشبهك في عمل الخير، فيرد الشّخص شاكرًا له شرواك الطيب.,General,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام التعبير في سياق مناسب.
السؤال: أي الجمل التالية تستخدم عبارة (شرواك الطيب) استخدامًا صحيحًا؟
الخيارات:
أ) جزاك الله خير، شرواك الطيب
ب) شرواك الطيب في كتابة التقرير
ج) شرواك الطيب أثناء الاجتماع
د) شرواك الطيب في النظام الجديد",أ
ولد العكاريت,ولد العكاريت تقال للمراهق المتمرّد على أهله ، وأظنها من العفاريت أو من عكر : ذكر ابن دريد : تعاكر القوم: اختلطوا في خصومةٍ أو نَحْوها. أو المعكرين صفو شيء ما فهو ابنهم,Central,"### نوع السؤال: الاستخدام السياقي
المهمة: اختر فقط إجابة واحدة دون أية ملاحظات.
السؤال: أي الجمل التالية تحتوي على استخدام صحيح لكلمة ""ولد العكاريت""؟ 
الخيارات: 
A) ""تذكرت أنك كنت دائماً ولد العكاريت في المدرسة."" 
B) ""أحب أن ألعب مع ولد العكاريت في الملعب."" 
C) ""ولد العكاريت هو من يطيع والديه."" 
D) ""ذهبت إلى السوق مع ولد العكاريت.""",A
